fecha,codigosucursal,codigovariable,valor
22/03/2018,25,26,1.00
22/03/2018,25,27,0.00
22/03/2018,25,28,0.00
22/03/2018,25,29,2.00
22/03/2018,25,30,4.00
22/03/2018,25,31,17.00
22/03/2018,25,32,0.00
22/03/2018,25,33,6.00
22/03/2018,25,34,3.00
22/03/2018,25,35,1.00
22/03/2018,25,36,10.00
22/03/2018,25,37,0.00
22/03/2018,25,38,4.00
22/03/2018,25,39,0.00
22/03/2018,25,40,6.00
22/03/2018,26,1,674686.19
22/03/2018,26,2,136.00
22/03/2018,26,3,4960.93
22/03/2018,26,4,196.00
22/03/2018,26,5,70.78
22/03/2018,26,6,151.61
22/03/2018,26,7,0.21
22/03/2018,26,8,32.00
22/03/2018,26,9,161523.36
22/03/2018,26,10,23.00
22/03/2018,26,11,289.00
22/03/2018,26,12,421242.13
22/03/2018,26,13,10.75
22/03/2018,26,14,5850.59
22/03/2018,26,15,445722.83
22/03/2018,26,16,13.00
22/03/2018,26,17,24471.68
22/03/2018,26,18,0.04
22/03/2018,26,19,1.00
22/03/2018,26,20,3.00
22/03/2018,26,21,1.00
22/03/2018,26,22,4.00
22/03/2018,26,23,0.00
22/03/2018,26,24,17.00
22/03/2018,26,25,10.00
22/03/2018,26,26,4.00
22/03/2018,26,27,2.00
22/03/2018,26,28,3.00
22/03/2018,26,29,1.00
22/03/2018,26,30,0.00
22/03/2018,26,31,1.00
22/03/2018,26,32,0.00
22/03/2018,26,33,2.00
22/03/2018,26,34,2.00
22/03/2018,26,35,0.00
22/03/2018,26,36,9.00
22/03/2018,26,37,0.00
22/03/2018,26,38,3.00
22/03/2018,26,39,0.00
22/03/2018,26,40,7.00
