fecha,codigosucursal,codigovariable,valor
07/04/2018,25,37,0.00
07/04/2018,25,38,1.00
07/04/2018,25,39,0.00
07/04/2018,25,40,0.00
07/04/2018,26,1,150389.24
07/04/2018,26,2,26.00
07/04/2018,26,3,5784.20
07/04/2018,26,4,32.00
07/04/2018,26,5,70.57
07/04/2018,26,6,33.80
07/04/2018,26,7,0.22
07/04/2018,26,8,3.00
07/04/2018,26,9,11849.32
07/04/2018,26,10,3.00
07/04/2018,26,11,303.00
07/04/2018,26,12,50536.90
07/04/2018,26,13,11.25
07/04/2018,26,14,6317.11
07/04/2018,26,15,226669.32
07/04/2018,26,16,11.00
07/04/2018,26,17,22684.12
07/04/2018,26,18,0.04
07/04/2018,26,19,0.00
07/04/2018,26,20,0.00
07/04/2018,26,21,0.00
07/04/2018,26,22,1.00
07/04/2018,26,23,1.00
07/04/2018,26,24,2.00
07/04/2018,26,25,2.00
07/04/2018,26,26,2.00
07/04/2018,26,27,0.00
07/04/2018,26,28,0.00
07/04/2018,26,29,0.00
07/04/2018,26,30,0.00
07/04/2018,26,31,0.00
07/04/2018,26,32,0.00
07/04/2018,26,33,3.00
07/04/2018,26,34,3.00
07/04/2018,26,35,0.00
07/04/2018,26,36,1.00
07/04/2018,26,37,0.00
07/04/2018,26,38,1.00
07/04/2018,26,39,0.00
07/04/2018,26,40,0.00
